x,y,z
27.784273,-16.384098,-8.02397
28.89506,-19.453377,-11.38556
28.89506,-19.453377,-11.38556
27.857351,-20.622625,-12.496346
27.857351,-20.622625,-12.496346
27.126572,-21.455713,-13.665594
27.126572,-21.455713,-13.665594
24.612686,-27.828121,-19.804152
24.612686,-27.828121,-19.804152
25.811165,-33.206665,-29.62584
25.811165,-33.206665,-29.62584
26.308098,-36.202866,-43.159897
26.308098,-36.202866,-43.159897
24.627302,-37.28442,-62.48173
24.627302,-37.28442,-62.48173
23.560364,-33.06051,-78.96814
23.560364,-33.06051,-78.96814
27.301958,-21.70418,-93.78837
29.275066,-21.70418,-93.78837
29.275066,-21.70418,-93.78837
39.929848,-6.8985677,-96.87226
39.929848,-6.8985677,-96.87226
42.224495,-4.004677,-100.394615
42.224495,-4.004677,-100.394615
41.81526,4.574686,-105.13007
41.81526,4.574686,-105.13007
43.554516,14.410991,-106.10932
43.554516,14.410991,-106.10932
41.625256,22.3765,-109.734
41.625256,22.3765,-109.734
41.625256,22.3765,-109.734
37.430576,29.976616,-112.74481
37.430576,29.976616,-112.74481
32.972816,39.38907,-114.791
32.972816,39.38907,-114.791
29.888922,48.69921,-114.06021
29.888922,48.69921,-114.06021
31.014324,31.730488,-117.5972
31.014324,31.730488,-117.5972
30.4297,12.160187,-117.72874
30.4297,12.160187,-117.72874
30.4297,12.160187,-117.72874
41.391407,-16.837183,-94.16837
41.391407,-16.837183,-94.16837
43.890675,-26.819643,-73.19498
43.890675,-26.819643,-73.19498
45.10377,-29.070446,-56.343174
45.10377,-29.070446,-56.343174
49.13768,-22.90266,-46.623795
49.13768,-22.90266,-46.623795
50.891556,-17.553347,-38.30751
50.891556,-17.553347,-38.30751
54.501606,-4.589301,-26.658873
54.501606,-4.589301,-26.658873
54.501606,-4.589301,-26.658873
56.167786,5.086232,-23.326513
56.167786,5.086232,-23.326513
56.474716,12.978661,-23.881907
56.474716,12.978661,-23.881907
57.8632,16.004093,-29.611223
57.8632,16.004093,-29.611223
57.307804,15.974861,-29.318914
57.307804,15.974861,-29.318914
54.940075,20.374159,-23.151125
54.940075,20.374159,-23.151125
54.940075,20.374159,-23.151125
50.292313,29.581993,-15.200233
50.292313,29.581993,-15.200233
40.163696,40.01754,-4.7062263
40.163696,40.01754,-4.7062263
23.750364,42.18065,6.036247
23.750364,42.18065,6.036247
25.065771,30.19585,7.9508915
25.065771,30.19585,7.9508915
35.9544,33.367435,0.7307805
35.9544,33.367435,0.7307805
41.829876,22.478807,-2.879275
41.829876,22.478807,-2.879275
41.829876,22.478807,-2.879275
42.10757,17.348728,-2.5577316
42.10757,17.348728,-2.5577316
45.629932,12.861736,-6.4454837
45.629932,12.861736,-6.4454837
44.86992,17.53873,-6.1824026
44.86992,17.53873,-6.1824026
41.289097,22.318035,-2.7038877
41.289097,22.318035,-2.7038877
38.97983,22.727274,-2.1484947
38.97983,22.727274,-2.1484947
38.97983,22.727274,-2.1484947
36.91903,23.545746,-0.1461561
36.91903,23.545746,-0.1461561
39.73984,20.447237,-1.4907922
39.73984,20.447237,-1.4907922
38.044434,14.600994,-0.7746273
38.044434,14.600994,-0.7746273
38.0152,6.2700963,-2.7623503
38.0152,6.2700963,-2.7623503
38.599823,1.4761765,-4.764689
38.599823,1.4761765,-4.764689
38.599823,1.4761765,-4.764689
42.83835,8.433207,-6.9131837
42.83835,8.433207,-6.9131837
44.21222,13.314821,-7.103186
44.21222,13.314821,-7.103186
44.533764,23.764982,-7.907045
44.533764,23.764982,-7.907045
46.3461,30.400467,-14.17714
46.3461,30.400467,-14.17714
50.17539,29.918152,-23.078047
50.17539,29.918152,-23.078047
52.30927,26.834259,-29.83046
52.30927,26.834259,-29.83046
52.30927,26.834259,-29.83046
53.59544,24.583454,-37.15288
53.59544,24.583454,-37.15288
54.501606,21.353405,-43.74452
54.501606,21.353405,-43.74452
54.28237,14.045601,-52.060802
54.28237,14.045601,-52.060802
51.315403,5.7000875,-60.274773
51.315403,5.7000875,-60.274773
45.951477,-3.0546625,-68.88336
45.951477,-3.0546625,-68.88336
45.951477,-3.0546625,-68.88336
40.119846,-9.061678,-74.13037
40.119846,-9.061678,-74.13037
35.23823,-11.867875,-80.26893
35.23823,-11.867875,-80.26893
28.968138,-11.312482,-87.38673
28.968138,-11.312482,-87.38673
22.303421,-15.58024,-90.178314
22.303421,-15.58024,-90.178314
12.350189,-18.327974,-94.460686
12.350189,-18.327974,-94.460686
8.667056,-18.459515,-96.00994
8.667056,-18.459515,-96.00994
8.667056,-18.459515,-96.00994
5.2177725,-13.972523,-101.68079
5.2177725,-13.972523,-101.68079
-1.0377083,-12.657118,-104.9547
-1.0377083,-12.657118,-104.9547
-13.124818,-7.760888,-109.178604
-13.124818,-7.760888,-109.178604
-24.83192,-3.6246712,-110.37708
-24.83192,-3.6246712,-110.37708
-32.15434,3.2008185,-111.955574
-32.15434,3.2008185,-111.955574
-32.15434,3.2008185,-111.955574
-42.18065,14.820229,-111.67787
-42.18065,14.820229,-111.67787
-44.022213,11.6047945,-112.46711
-44.022213,11.6047945,-112.46711
-45.323006,14.586379,-112.78865
-45.323006,14.586379,-112.78865
-51.549255,9.12014,-108.50629
-51.549255,9.12014,-108.50629
-51.271557,1.9877229,-105.56855
-51.271557,1.9877229,-105.56855
-51.271557,1.9877229,-105.56855
-50.774628,-6.8985677,-100.97925
-50.774628,-6.8985677,-100.97925
-51.037712,-11.897106,-97.1938
-51.037712,-11.897106,-97.1938
-54.603916,-11.955568,-92.72143
-54.603916,-11.955568,-92.72143
-57.36627,-22.493423,-71.938034
-57.36627,-22.493423,-71.938034
-57.73166,-24.656532,-61.67787
-57.73166,-24.656532,-61.67787
-53.6539,-28.500439,-48.363052
-53.6539,-28.500439,-48.363052
-53.6539,-28.500439,-48.363052
-42.44373,-31.701258,-28.13505
-42.44373,-31.701258,-28.13505
-36.90441,-30.999708,-20.30108
-36.90441,-30.999708,-20.30108
-34.200523,-28.398129,-14.191757
-34.200523,-28.398129,-14.191757
-25.211927,-22.449577,-2.6308098
-25.211927,-22.449577,-2.6308098
-10.435545,-15.667933,7.6293483
-10.435545,-15.667933,7.6293483
-10.435545,-15.667933,7.6293483
4.4869924,-12.744811,7.6147327
4.4869924,-12.744811,7.6147327
15.94563,-17.9772,1.5638702
15.94563,-17.9772,1.5638702
24.10114,-15.171003,-3.4785151
24.10114,-15.171003,-3.4785151
33.338203,-13.490208,-13.256357
33.338203,-13.490208,-13.256357
38.716747,-11.882491,-22.215727
38.716747,-11.882491,-22.215727
40.529083,-12.0432625,-30.736628
40.529083,-12.0432625,-30.736628
40.529083,-12.0432625,-30.736628
40.485237,-17.5095,-48.53844
40.485237,-17.5095,-48.53844
40.865246,-16.734873,-58.85706
40.865246,-16.734873,-58.85706
41.625256,-13.621748,-63.987137
41.625256,-13.621748,-63.987137
39.359837,-14.162525,-66.74949
39.359837,-14.162525,-66.74949
31.569715,-22.50804,-66.51564
31.569715,-22.50804,-66.51564
31.569715,-22.50804,-66.51564
19.204912,-31.204325,-60.15785
19.204912,-31.204325,-60.15785
8.900907,-35.340546,-51.69541
8.900907,-35.340546,-51.69541
-7.468577,-36.31979,-41.976032
-7.468577,-36.31979,-41.976032
-24.408068,-31.818182,-34.332066
-24.408068,-31.818182,-34.332066
-38.9506,-26.205788,-36.539024
-38.9506,-26.205788,-36.539024
-38.9506,-26.205788,-44.022213
-49.619995,-21.923414,-42.77989
-49.619995,-21.923414,-42.77989
-59.149372,-15.536393,-53.02543
-59.149372,-15.536393,-53.02543
-61.95557,-11.999415,-64.92254
-61.95557,-11.999415,-64.92254
-63.227127,-7.7316575,-77.316574
-63.227127,-7.7316575,-77.316574
-60.494007,-6.255481,-86.407486
-60.494007,-6.255481,-86.407486
-54.06314,-3.9169834,-97.5592
-54.06314,-3.9169834,-97.5592
-54.06314,-3.9169834,-97.5592
-49.006138,-4.3846827,-102.090034
-49.006138,-4.3846827,-102.090034
-45.059925,-1.5638702,-107.71704
-45.059925,-1.5638702,-107.71704
-37.299034,0.3069278,-112.61327
-37.299034,0.3069278,-112.61327
-28.368898,0.7161648,-115.01022
-28.368898,0.7161648,-115.01022
-15.81409,-4.6916103,-114.25022
-15.81409,-4.6916103,-114.25022
-15.81409,-4.6916103,-114.25022
-10.976323,-10.494008,-110.62555
-10.976323,-10.494008,-110.62555
-5.0570006,-20.549545,-102.17773
-5.0570006,-20.549545,-102.17773
-2.7477345,-30.166616,-89.432915
-2.7477345,-30.166616,-89.432915
-2.6015785,-39.666763,-66.01871
-2.6015785,-39.666763,-66.01871
-6.430868,-40.996784,-56.109325
-6.430868,-40.996784,-56.109325
-11.473253,-41.30371,-45.36685
-11.473253,-41.30371,-45.36685
-11.473253,-41.30371,-45.36685
-1.4177141,-40.529083,-63.344048
-1.4177141,-40.529083,-63.344048
-3.434668,-41.81526,-55.627014
-3.434668,-41.81526,-55.627014
-9.807074,-42.70681,-50.62847
-9.807074,-42.70681,-50.62847
-5.2908506,-40.032154,-71.04648
-5.2908506,-40.032154,-71.04648
-6.562409,-40.64601,-70.783394
-6.562409,-40.64601,-70.783394
-6.562409,-40.64601,-70.783394
-5.305466,-42.37065,-61.06402
-5.305466,-42.37065,-61.06402
-5.495469,-43.04297,-52.820812
-5.495469,-43.04297,-52.820812
-1.4323297,-41.727562,-61.487873
-1.4323297,-41.727562,-61.487873
1.1838644,-41.873722,-60.523243
1.1838644,-41.873722,-60.523243
-1.7392576,-43.627594,-58.63783
-1.7392576,-43.627594,-58.63783
-1.7392576,-43.627594,-66.12102
2.1046479,-42.677578,-65.4487
2.1046479,-42.677578,-65.4487
10.844782,-40.80678,-60.78632
10.844782,-40.80678,-60.78632
17.27565,-37.795967,-38.044434
17.27565,-37.795967,-38.044434
12.233266,-37.313652,-29.918152
12.233266,-37.313652,-29.918152
9.368606,-38.833675,-27.974277
9.368606,-38.833675,-27.974277
3.551593,-42.794506,-30.342007
3.551593,-42.794506,-30.342007
3.551593,-42.794506,-30.342007
1.7977201,-46.66764,-40.748318
1.7977201,-46.66764,-40.748318
2.6892722,-47.559193,-52.601578
2.6892722,-47.559193,-52.601578
4.1654487,-46.755333,-66.86642
4.1654487,-46.755333,-66.86642
7.9508915,-42.37065,-76.60041
7.9508915,-42.37065,-76.60041
12.730196,-34.332066,-86.34902
12.730196,-34.332066,-86.34902
12.730196,-34.332066,-86.34902
22.17188,-20.929552,-94.29991
22.17188,-20.929552,-94.29991
20.71032,-10.114001,-103.478516
20.71032,-10.114001,-103.478516
11.093247,-1.870798,-111.40018
11.093247,-1.870798,-111.40018
2.5138848,9.470915,-117.49488
2.5138848,9.470915,-117.49488
0.86232096,10.742473,-118.50336
0.86232096,10.742473,-118.50336
-2.2361882,-0.7746273,-114.76177
-2.2361882,-0.7746273,-114.76177
-2.2361882,-0.7746273,-114.76177
-4.530839,2.5138848,-116.5741
-4.530839,2.5138848,-116.5741
-8.637825,2.616194,-117.641045
-8.637825,2.616194,-117.641045
-14.922537,10.2309265,-121.45572
-14.922537,10.2309265,-121.45572
-13.592518,25.752705,-122.63959
-13.592518,25.752705,-122.63959
-9.573224,32.505116,-121.3534
-9.573224,32.505116,-121.3534
-9.573224,32.505116,-121.3534
4.121602,40.909092,-115.66794
4.121602,40.909092,-115.66794
12.277112,52.66004,-105.68547
12.277112,52.66004,-105.68547
13.753289,66.39871,-91.27448
13.753289,66.39871,-91.27448
13.446361,76.23502,-75.72347
13.446361,76.23502,-75.72347
10.990938,81.24817,-61.999416
10.990938,81.24817,-61.999416
10.990938,81.24817,-61.999416
8.681672,83.513596,-57.161648
8.681672,83.513596,-57.161648
4.1362176,85.73517,-41.68372
4.1362176,85.73517,-41.68372
-7.2785735,83.63052,-23.881907
-7.2785735,83.63052,-23.881907
-27.345806,78.281204,-13.358667
-27.345806,78.281204,-13.358667
-53.040047,60.844784,-8.097048
-53.040047,60.844784,-8.097048
-62.832504,39.18445,-3.1131248
-62.832504,39.18445,-3.1131248
-62.832504,39.18445,-3.1131248
-61.400177,24.349606,0.57000875
-61.400177,24.349606,0.57000875
-26.10348,-19.321835,-1.5784857
-26.10348,-19.321835,-1.5784857
-15.565623,-37.299034,-26.191172
-15.565623,-37.299034,-26.191172
-3.2008185,-39.666763,-37.64981
-3.2008185,-39.666763,-37.64981
10.932476,-40.324467,-55.290848
10.932476,-40.324467,-55.290848
10.932476,-40.324467,-55.290848
12.350189,-36.24671,-78.0912
12.350189,-36.24671,-78.0912
12.68635,-28.076586,-94.475296
12.68635,-28.076586,-94.475296
8.944753,-21.061092,-106.44548
8.944753,-21.061092,-106.44548
-3.3031278,-12.072494,-118.181816
-3.3031278,-12.072494,-118.181816
-8.082433,-4.8523827,-124.27653
-8.082433,-4.8523827,-124.27653
1.0084771,-9.368606,-122.6542
1.0084771,-9.368606,-122.6542
1.0084771,-9.368606,-122.6542
9.032447,-12.803274,-118.57645
9.032447,-12.803274,-118.57645
16.091785,-6.8401055,-118.51798
16.091785,-6.8401055,-118.51798
24.20345,1.9146448,-113.62175
24.20345,1.9146448,-113.62175
26.512714,-1.4323297,-107.39549
26.512714,-1.4323297,-107.39549
30.53201,-0.1607717,-102.86466
30.53201,-0.1607717,-102.86466
30.53201,-0.1607717,-102.86466
32.432037,-0.4530839,-100.277695
32.432037,-0.4530839,-100.277695
34.41976,2.3238819,-98.49459
34.41976,2.3238819,-98.49459
37.635197,4.1654487,-94.54838
37.635197,4.1654487,-94.54838
41.74218,0.68693364,-87.372116
41.74218,0.68693364,-87.372116
44.81146,-0.6430868,-79.64046
44.81146,-0.6430868,-79.64046
44.81146,-0.6430868,-79.64046
50.073074,3.6100554,-70.783394
50.073074,3.6100554,-70.783394
53.478516,13.8555975,-61.239403
53.478516,13.8555975,-61.239403
53.186203,22.391113,-60.625546
53.186203,22.391113,-60.625546
49.751534,36.84595,-61.984802
49.751534,36.84595,-61.984802
43.218357,50.087696,-66.033325
43.218357,50.087696,-66.033325
34.85823,58.550133,-72.87343
34.85823,58.550133,-72.87343
34.85823,58.550133,-72.87343
23.00497,60.333233,-88.468285
23.00497,60.333233,-88.468285
16.164865,62.29173,-92.56065
16.164865,62.29173,-92.56065
4.969307,70.30108,-91.566795
4.969307,70.30108,-91.566795
-4.3846827,74.291145,-89.330605
-4.3846827,74.291145,-89.330605
-18.225666,76.878105,-89.72523
-18.225666,76.878105,-89.72523
-18.225666,76.878105,-89.72523
-32.56358,71.89418,-94.72377
-32.56358,71.89418,-94.72377
-45.045307,69.482605,-88.249054
-45.045307,69.482605,-88.249054
-53.610058,67.02719,-84.79977
-53.610058,67.02719,-84.79977
-59.42707,60.464775,-84.96054
-59.42707,60.464775,-84.96054
-64.06022,57.62935,-83.11897
-64.06022,57.62935,-83.11897
-64.08945,43.598362,-93.42297
-64.08945,43.598362,-93.42297
-64.08945,43.598362,-93.42297
-66.61795,31.365097,-93.744514
-66.61795,31.365097,-93.744514
-65.916405,27.755043,-95.30839
-65.916405,27.755043,-95.30839
-71.35341,23.384975,-88.570595
-71.35341,23.384975,-88.570595
-70.08185,3.0400467,-80.26893
-70.08185,3.0400467,-80.26893
-64.14791,-11.853259,-77.25811
-64.14791,-11.853259,-77.25811
-64.14791,-11.853259,-77.25811
-58.301662,-21.13417,-72.814964
-58.301662,-21.13417,-72.814964
-52.323883,-27.813507,-66.63256
-52.323883,-27.813507,-66.63256
-49.444607,-31.16048,-61.341713
