mag_x_ut,mag_y_ut,mag_z_ut
782.722399996356,-403.68664958607803,-278.1153152408695
815.3982353767802,-384.95556504352976,-216.02637206235462
815.3982353767802,-384.95556504352976,-216.02637206235462
879.7627865660696,-325.0090740836581,-113.55289630916607
879.7627865660696,-325.0090740836581,-113.55289630916607
925.8780523973556,-211.36579896785594,-91.96109440935254
925.8780523973556,-211.36579896785594,-91.96109440935254
950.7769032113729,-94.25850071779057,-192.22654646550572
950.7769032113729,-94.25850071779057,-192.22654646550572
850.2705831519161,-46.083167115785955,-490.56118943434404
850.2705831519161,-46.083167115785955,-490.56118943434404
673.7044767798922,-83.71230061962227,-707.7190732307433
673.7044767798922,-83.71230061962227,-707.7190732307433
572.107546381452,-139.2717436851662,-762.9028187434775
572.107546381452,-139.2717436851662,-762.9028187434775
572.107546381452,-139.2717436851662,-762.9028187434775
494.8295234368945,-217.122119630121,-801.1189294540322
494.8295234368945,-217.122119630121,-801.1189294540322
444.4834581420633,-320.39921027050997,-795.8060083012243
444.4834581420633,-320.39921027050997,-795.8060083012243
335.2061306232173,-421.3866117623389,-785.8291928560877
335.2061306232173,-421.3866117623389,-785.8291928560877
198.4286594572725,-461.53114729886937,-806.3214871659679
198.4286594572725,-461.53114729886937,-806.3214871659679
80.43567663055633,-408.47551167118803,-892.8430367830954
80.43567663055633,-408.47551167118803,-892.8430367830954
36.651620053115,-385.1394843426238,-912.1710177124673
36.651620053115,-385.1394843426238,-912.1710177124673
95.79142966998461,-298.5884018520092,-942.2467638751007
95.79142966998461,-298.5884018520092,-942.2467638751007
175.08563511244887,-196.42550843081963,-983.0196174292029
175.08563511244887,-196.42550843081963,-983.0196174292029
293.93917445676345,-68.66040550414327,-964.5931955198845
293.93917445676345,-68.66040550414327,-964.5931955198845
344.89888838284827,46.22335150603111,-964.5410446750124
344.89888838284827,46.22335150603111,-964.5410446750124
507.1647462311311,188.98075233447565,-888.7341597796939
507.1647462311311,188.98075233447565,-888.7341597796939
744.3463646822138,248.81494879207338,-693.3528560134041
744.3463646822138,248.81494879207338,-693.3528560134041
943.0668563417722,276.80100999454044,-439.46716215056983
943.0668563417722,276.80100999454044,-439.46716215056983
943.0668563417722,276.80100999454044,-439.46716215056983
984.9151966755446,367.95084968575065,-264.2623055358857
984.9151966755446,367.95084968575065,-264.2623055358857
923.9407077176004,497.0484310416734,-239.60141628501498
923.9407077176004,497.0484310416734,-239.60141628501498
910.1383342096912,529.2426340036968,-176.10442899924936
910.1383342096912,529.2426340036968,-176.10442899924936
897.9172699056934,522.4536860643846,-53.57728075294259
897.9172699056934,522.4536860643846,-53.57728075294259
862.223311476364,512.9333152640486,87.39655387938268
862.223311476364,512.9333152640486,87.39655387938268
862.2825139708292,437.62712980899283,264.23591632651323
862.2825139708292,437.62712980899283,264.23591632651323
832.2649248970878,323.56428420124917,403.0793585930168
832.2649248970878,323.56428420124917,403.0793585930168
791.7806019708366,272.96781127979875,468.42645813949093
791.7806019708366,272.96781127979875,468.42645813949093
759.6472235015915,249.09574696886753,508.1902796839721
759.6472235015915,249.09574696886753,508.1902796839721
716.099413711568,211.50597058449708,577.4682127760485
716.099413711568,211.50597058449708,577.4682127760485
710.091561003688,60.37325942201711,592.250373041242
710.091561003688,60.37325942201711,592.250373041242
756.6441652714718,-57.70359327026252,530.6039217508976
756.6441652714718,-57.70359327026252,530.6039217508976
756.6441652714718,-57.70359327026252,530.6039217508976
823.0585021757229,-92.16381995705271,416.0498336618637
823.0585021757229,-92.16381995705271,416.0498336618637
895.8120781726086,-108.20202983352631,258.98233258513346
895.8120781726086,-108.20202983352631,258.98233258513346
964.1284888165677,-26.43151752565533,66.09908341862726
964.1284888165677,-26.43151752565533,66.09908341862726
971.8446146331681,123.60285962906188,-68.58858579693079
971.8446146331681,123.60285962906188,-68.58858579693079
966.3832846998718,196.34286559697856,-64.36860315728957
966.3832846998718,196.34286559697856,-64.36860315728957
967.2522889653214,247.16368633814423,-129.47682918583462
967.2522889653214,247.16368633814423,-129.47682918583462
976.6484788381597,187.327546687377,-208.7694422223971
976.6484788381597,187.327546687377,-208.7694422223971
944.7733162583409,61.375140108006214,-381.7171583752869
944.7733162583409,61.375140108006214,-381.7171583752869
933.6895607229303,-142.83218195868247,-363.12766497909575
933.6895607229303,-142.83218195868247,-363.12766497909575
959.5956158369955,-199.891061492688,-231.9205232370608
959.5956158369955,-199.891061492688,-231.9205232370608
996.0862831941713,-160.32121387629826,-73.40364368269319
996.0862831941713,-160.32121387629826,-73.40364368269319
1015.0772052208828,-43.340186477542375,125.62691297424242
1015.0772052208828,-43.340186477542375,125.62691297424242
971.1382914094119,94.22632014070435,285.64309426586186
971.1382914094119,94.22632014070435,285.64309426586186
971.1382914094119,94.22632014070435,285.64309426586186
892.8082126336283,220.8873493869957,380.312764878736
892.8082126336283,220.8873493869957,380.312764878736
818.2067148494662,345.66920220501964,381.0156998513761
818.2067148494662,345.66920220501964,381.0156998513761
699.8876084221179,498.88922013123806,342.05714487226743
699.8876084221179,498.88922013123806,342.05714487226743
597.9866837799811,638.6340734250192,131.34919613386242
597.9866837799811,638.6340734250192,131.34919613386242
613.7008829730694,659.4022924282991,-211.0490990450467
613.7008829730694,659.4022924282991,-211.0490990450467
577.4904667177893,559.7472753097655,-502.6261808447023
577.4904667177893,559.7472753097655,-502.6261808447023
478.9552511826754,441.9957066953204,-727.3139192926534
478.9552511826754,441.9957066953204,-727.3139192926534
407.32155867590654,378.60260014754544,-813.6493881908725
407.32155867590654,378.60260014754544,-813.6493881908725
327.4906473394777,342.5312868999904,-859.1931770729118
327.4906473394777,342.5312868999904,-859.1931770729118
244.20880079032827,248.578880308564,-912.2167319644844
244.20880079032827,248.578880308564,-912.2167319644844
128.73969293066997,143.71237873166595,-953.9632236513883
128.73969293066997,143.71237873166595,-953.9632236513883
83.19548635201109,148.38228632762778,-968.6295853930302
83.19548635201109,148.38228632762778,-968.6295853930302
83.19548635201109,148.38228632762778,-968.6295853930302
7.475042930044876,228.02498397647133,-936.531162758931
7.475042930044876,228.02498397647133,-936.531162758931
-45.62189085885851,295.67187835496435,-919.6974342490521
-45.62189085885851,295.67187835496435,-919.6974342490521
-130.26335398922402,309.3837537216047,-905.772282176397
-130.26335398922402,309.3837537216047,-905.772282176397
-136.5627846783563,345.32516443565714,-903.4031683342017
-136.5627846783563,345.32516443565714,-903.4031683342017
-165.5424568521722,394.31317342966526,-906.79408203909
-165.5424568521722,394.31317342966526,-906.79408203909
-125.93257023103548,443.48666534970823,-853.5134322907835
-125.93257023103548,443.48666534970823,-853.5134322907835
-112.37480041989016,448.86322536098777,-816.2309840086988
-112.37480041989016,448.86322536098777,-816.2309840086988
-50.36846533770055,529.7759830867512,-753.9627844847731
-50.36846533770055,529.7759830867512,-753.9627844847731
6.435547697643443,651.0161420188426,-671.7341763642331
6.435547697643443,651.0161420188426,-671.7341763642331
153.62681317860705,808.181395718666,-401.8429169471221
153.62681317860705,808.181395718666,-401.8429169471221
275.95251925095806,837.0412163277149,-136.83845923679615
275.95251925095806,837.0412163277149,-136.83845923679615
378.88678371662144,754.2320498175458,169.14420192248133
378.88678371662144,754.2320498175458,169.14420192248133
390.98127920059943,634.0187198675178,426.8155359832599
390.98127920059943,634.0187198675178,426.8155359832599
390.98127920059943,634.0187198675178,426.8155359832599
514.0238658381272,526.1222605412727,586.5214380504817
514.0238658381272,526.1222605412727,586.5214380504817
692.5001779628986,424.5666066041805,599.2322858591981
692.5001779628986,424.5666066041805,599.2322858591981
875.8199565709969,368.9296645218163,415.888575156923
875.8199565709969,368.9296645218163,415.888575156923
989.3115851270323,331.8189580017317,169.0069404768593
989.3115851270323,331.8189580017317,169.0069404768593
1001.0129290744403,325.8406273704979,-220.56367996331653
1001.0129290744403,325.8406273704979,-220.56367996331653
867.3034668865522,253.75496253583825,-616.2461988074563
867.3034668865522,253.75496253583825,-616.2461988074563
673.6118062621734,-4.964099654970813,-896.9343221616153
673.6118062621734,-4.964099654970813,-896.9343221616153
608.239910827505,-279.33937397647065,-882.005730901904
608.239910827505,-279.33937397647065,-882.005730901904
592.6264397192306,-569.3163007286065,-693.6442019015005
592.6264397192306,-569.3163007286065,-693.6442019015005
696.2597358745343,-732.3939063901382,-315.0757645303804
696.2597358745343,-732.3939063901382,-315.0757645303804
744.1159242566367,-704.3114898979768,166.12444817168
744.1159242566367,-704.3114898979768,166.12444817168
818.712630602256,-492.8582952453365,305.3610924327757
818.712630602256,-492.8582952453365,305.3610924327757
818.712630602256,-492.8582952453365,305.3610924327757
900.4027180704093,-261.3815612363531,337.42900765942596
900.4027180704093,-261.3815612363531,337.42900765942596
954.2514992974374,-5.477542531078529,290.0059817703821
954.2514992974374,-5.477542531078529,290.0059817703821
944.3772727364097,240.5966770965006,126.00196289105646
944.3772727364097,240.5966770965006,126.00196289105646
875.9867688290905,358.2299793937002,-219.79678471650504
875.9867688290905,358.2299793937002,-219.79678471650504
768.9921197215463,334.6480250127578,-499.30001619773674
768.9921197215463,334.6480250127578,-499.30001619773674
609.3315047581582,281.0543530814893,-683.115048100713
609.3315047581582,281.0543530814893,-683.115048100713
537.349458318596,223.7697084229636,-749.4713323484053
537.349458318596,223.7697084229636,-749.4713323484053
437.7061284558279,140.06863721372497,-834.8361384478951
437.7061284558279,140.06863721372497,-834.8361384478951
369.87417344188594,50.059857834075956,-905.5866509222313
369.87417344188594,50.059857834075956,-905.5866509222313
313.919836437948,-21.531264498255073,-932.1161065033583
313.919836437948,-21.531264498255073,-932.1161065033583
286.97609115541013,-29.661868731924038,-945.1501685322673
286.97609115541013,-29.661868731924038,-945.1501685322673
289.9572682399805,19.135713419797373,-956.1994935386508
289.9572682399805,19.135713419797373,-956.1994935386508
289.993455152615,18.93635011803659,-948.8326263556288
288.7975613204851,116.83635619749,-951.9124334460872
288.7975613204851,116.83635619749,-951.9124334460872
285.3719410828163,246.49327684313639,-935.5584938774422
285.3719410828163,246.49327684313639,-935.5584938774422
319.5981398055156,533.4765723613873,-740.3822169177581
319.5981398055156,533.4765723613873,-740.3822169177581
341.88909349365593,733.8369946739384,-410.6309389519082
341.88909349365593,733.8369946739384,-410.6309389519082
384.73838041703465,782.4547210018055,-135.94103392118808
384.73838041703465,782.4547210018055,-135.94103392118808
461.1966980599146,747.6887879526255,78.3701151045631
461.1966980599146,747.6887879526255,78.3701151045631
530.3652029015583,675.772399232252,231.63414874210295
530.3652029015583,675.772399232252,231.63414874210295
625.7065297799477,592.2683834476967,330.9351717984424
625.7065297799477,592.2683834476967,330.9351717984424
713.6502390403706,526.7335783046549,335.83506931051886
713.6502390403706,526.7335783046549,335.83506931051886
774.2561459253855,510.81138360570867,258.8227565248756
774.2561459253855,510.81138360570867,258.8227565248756
834.7648136010614,454.18289110926423,220.1624231580799
834.7648136010614,454.18289110926423,220.1624231580799
899.4826149195129,368.07296973428015,215.71851781624198
899.4826149195129,368.07296973428015,215.71851781624198
960.4260322608459,305.2859361321527,133.09016750498952
960.4260322608459,305.2859361321527,133.09016750498952
960.4260322608459,305.2859361321527,133.09016750498952
993.5175815777661,245.17164513570776,67.34337330641644
993.5175815777661,245.17164513570776,67.34337330641644
1029.8009500951132,176.86891605478996,-46.92214914924258
1029.8009500951132,176.86891605478996,-46.92214914924258
1022.7131837418226,108.35623777323671,-113.25410861418342
1022.7131837418226,108.35623777323671,-113.25410861418342
983.6046104207543,-3.904806835550799,-267.87502040744846
983.6046104207543,-3.904806835550799,-267.87502040744846
953.8761473336289,-105.81561242621035,-318.33611180172767
953.8761473336289,-105.81561242621035,-318.33611180172767
934.3273764189788,-242.73489058277377,-228.04105993344655
934.3273764189788,-242.73489058277377,-228.04105993344655
865.7386060789679,-399.906523256968,-81.86640696930753
865.7386060789679,-399.906523256968,-81.86640696930753
892.4288056362628,-366.13910949131895,75.12268275453278
892.4288056362628,-366.13910949131895,75.12268275453278
939.9489941943132,-249.01185666833888,130.69366136915917
939.9489941943132,-249.01185666833888,130.69366136915917
970.2109036549612,-164.56529730283071,114.36971159269814
970.2109036549612,-164.56529730283071,114.36971159269814
979.4509667523757,-87.13073641043897,27.770680865786463
979.4509667523757,-87.13073641043897,27.770680865786463
971.8229712027153,-25.292292981913512,-116.8067456083396
971.8229712027153,-25.292292981913512,-116.8067456083396
971.8229712027153,-25.292292981913512,-116.8067456083396
946.6385239295757,54.76081718495111,-265.63236134737116
946.6385239295757,54.76081718495111,-265.63236134737116
868.8195255605483,104.12380881288632,-450.4231912069879
868.8195255605483,104.12380881288632,-450.4231912069879
770.1339542297064,98.59848435498766,-614.0214389695153
770.1339542297064,98.59848435498766,-614.0214389695153
649.2698385222226,122.95775008625202,-751.4620607830526
649.2698385222226,122.95775008625202,-751.4620607830526
520.0512338626918,158.84974432063728,-847.6169412328202
520.0512338626918,158.84974432063728,-847.6169412328202
537.7225713396667,217.64043566160674,-838.150232814904
537.7225713396667,217.64043566160674,-838.150232814904
614.3667989392951,225.47555142931262,-783.0209685352212
614.3667989392951,225.47555142931262,-783.0209685352212
605.5701015173461,192.4816536627166,-808.7693989316635
605.5701015173461,192.4816536627166,-808.7693989316635
547.3703109249135,151.00842484130627,-869.2471669506511
547.3703109249135,151.00842484130627,-869.2471669506511
398.5838089945227,241.8165689644477,-912.2028579574533
398.5838089945227,241.8165689644477,-912.2028579574533
267.55942631269056,415.3861201943235,-879.1059878165227
267.55942631269056,415.3861201943235,-879.1059878165227
195.68026067127343,662.8371177185792,-640.9615643622429
195.68026067127343,662.8371177185792,-640.9615643622429
264.8453194859856,806.0001501177179,-206.01194178822442
264.8453194859856,806.0001501177179,-206.01194178822442
264.8453194859856,806.0001501177179,-206.01194178822442
345.77148187644764,774.6284941206428,89.73989714960983
345.77148187644764,774.6284941206428,89.73989714960983
371.91584316864623,687.2500803643029,351.66699102542265
371.91584316864623,687.2500803643029,351.66699102542265
464.3893627455863,613.580517599117,449.274764635564
464.3893627455863,613.580517599117,449.274764635564
601.7689157671773,525.726850228902,453.8848158004345
601.7689157671773,525.726850228902,453.8848158004345
735.79612006159,451.7343282832623,413.0527786934931
735.79612006159,451.7343282832623,413.0527786934931
849.2923154497745,390.51801838338895,330.7717189374119
849.2923154497745,390.51801838338895,330.7717189374119
944.2705489975019,329.1011472603556,207.46442267241883
944.2705489975019,329.1011472603556,207.46442267241883
989.8860635933024,268.21314651785474,156.28512756046607
989.8860635933024,268.21314651785474,156.28512756046607
1011.9230360641794,223.55783995115289,119.68520609939019
1011.9230360641794,223.55783995115289,119.68520609939019
1026.3979618205085,197.91466864461484,97.97141094968485
1026.3979618205085,197.91466864461484,97.97141094968485
1043.257799075634,175.3761119746834,100.98645936456683
1043.257799075634,175.3761119746834,100.98645936456683
1033.8973509314012,176.6692661979062,103.32864923464328
1033.8973509314012,176.6692661979062,103.32864923464328
1033.8973509314012,176.6692661979062,103.32864923464328
1039.6031971451384,152.06565535327329,129.76995535100406
1039.6031971451384,152.06565535327329,129.76995535100406
1039.9456114843854,119.87225205109958,189.9409335370134
1039.9456114843854,119.87225205109958,189.9409335370134
1044.001823260152,107.15267841043655,169.923834149521
1044.001823260152,107.15267841043655,169.923834149521
1051.841543787451,84.57369920142284,129.25301976439943
1051.841543787451,84.57369920142284,129.25301976439943
1054.1621805702746,74.12831533568402,29.819103703678692
1054.1621805702746,74.12831533568402,29.819103703678692
1061.6387957512488,58.902121886704286,-44.8896760323387
1061.6387957512488,58.902121886704286,-44.8896760323387
1052.202176687583,26.681807885041447,-57.309095310695085
1052.202176687583,26.681807885041447,-57.309095310695085
1046.0345704734318,39.83163952622874,1.3904991171808554
1046.0345704734318,39.83163952622874,1.3904991171808554
1025.9759580718596,-36.72708191711583,118.41371200063378
1025.9759580718596,-36.72708191711583,118.41371200063378
967.7598846932956,-82.81979608393378,295.53303426608915
967.7598846932956,-82.81979608393378,295.53303426608915
820.8381084294925,-20.862186225189646,508.66832798446245
820.8381084294925,-20.862186225189646,508.66832798446245
804.1259991304639,248.28087383037462,440.1236189219578
804.1259991304639,248.28087383037462,440.1236189219578
838.14832526658,427.77668678228565,105.15259864776196
838.14832526658,427.77668678228565,105.15259864776196
838.14832526658,427.77668678228565,105.15259864776196
807.5681185279933,494.7551199120195,-88.55815702198844
807.5681185279933,494.7551199120195,-88.55815702198844
787.5773288267469,479.3828450769614,-312.04796736352654
